month,DE_Nuclear,DE_Lignite,DE_Hard coal,DE_Gas,DE_Oil & other fossil,DE_Biomass,DE_Waste,DE_Geothermal,DE_Hydro run-of-river,DE_Hydro reservoir,DE_Hydro pumped (production),DE_Onshore wind,DE_Offshore wind,DE_Solar,DE_Marine,DE_Other renewable,DE_Other,ES_Nuclear,ES_Lignite,ES_Hard coal,ES_Gas,ES_Oil & other fossil,ES_Biomass,ES_Waste,ES_Geothermal,ES_Hydro run-of-river,ES_Hydro reservoir,ES_Hydro pumped (production),ES_Onshore wind,ES_Offshore wind,ES_Solar,ES_Marine,ES_Other renewable,ES_Other,PT_Nuclear,PT_Lignite,PT_Hard coal,PT_Gas,PT_Oil & other fossil,PT_Biomass,PT_Waste,PT_Geothermal,PT_Hydro run-of-river,PT_Hydro reservoir,PT_Hydro pumped (production),PT_Onshore wind,PT_Offshore wind,PT_Solar,PT_Marine,PT_Other renewable,PT_Other,FR_Nuclear,FR_Lignite,FR_Hard coal,FR_Gas,FR_Oil & other fossil,FR_Biomass,FR_Waste,FR_Geothermal,FR_Hydro run-of-river,FR_Hydro reservoir,FR_Hydro pumped (production),FR_Onshore wind,FR_Offshore wind,FR_Solar,FR_Marine,FR_Other renewable,FR_Other,IT_Nuclear,IT_Lignite,IT_Hard coal,IT_Gas,IT_Oil & other fossil,IT_Biomass,IT_Waste,IT_Geothermal,IT_Hydro run-of-river,IT_Hydro reservoir,IT_Hydro pumped (production),IT_Onshore wind,IT_Offshore wind,IT_Solar,IT_Marine,IT_Other renewable,IT_Other
2022-03,253.67,261.07,273.83,275.59,251.08,254.56,253.08,250.88,251.71,289.1,316.87,205.65,221.63,207.12,,260.76,264.56,287.7,,289.28,291.31,286.09,285.9,285.37,,280.15,303.24,,269.95,,278.74,,284.35,274.0,,,,298.93,,284.03,,,294.17,303.26,331.08,272.98,293.92,280.8,,,290.62,302.23,,320.3,304.05,313.92,302.23,294.51,,308.15,337.09,354.36,292.94,,274.74,,,,,,306.07,316.61,382.62,313.0,301.65,307.72,328.2,351.76,359.69,314.12,,292.75,,,320.98
2022-04,166.31,178.0,185.68,181.66,166.17,167.49,168.16,163.18,166.35,196.17,209.67,131.34,140.94,145.63,,169.91,171.83,189.25,,203.16,212.2,204.98,192.64,191.9,,191.75,218.91,,179.0,,160.28,,193.03,183.59,,,,222.98,,191.41,,,222.8,239.21,226.7,176.41,173.96,157.03,,,186.95,235.92,,309.69,261.38,296.67,225.94,230.71,,238.0,288.77,315.82,241.86,,208.21,,,,,,257.81,261.34,254.56,245.54,245.02,245.56,257.47,275.17,288.31,236.88,,219.06,,,248.66
2022-05,179.01,189.56,199.12,195.8,177.25,179.4,177.55,178.04,174.59,204.88,215.39,140.43,148.99,151.35,,177.59,178.91,187.61,,190.39,193.47,191.25,187.66,187.53,,188.35,201.45,,184.35,,171.3,,187.62,184.61,,,,194.68,,187.34,,,206.36,215.92,216.78,183.24,184.39,167.85,,,187.4,198.67,,206.98,208.57,199.66,197.39,196.96,,200.86,213.35,231.13,193.08,,183.84,,,,,,235.56,238.21,239.96,230.58,227.31,229.8,235.03,246.4,263.1,229.04,,217.38,,,233.17
2022-06,225.12,223.69,244.46,238.04,219.25,219.54,215.21,214.73,217.63,246.24,281.18,198.91,198.06,189.53,,218.04,218.92,167.67,,166.72,172.93,181.52,168.34,167.16,,173.39,183.78,,165.14,,154.35,,170.8,157.37,,,,173.87,,169.36,,,197.05,198.56,193.52,164.15,166.76,152.86,,,171.36,249.64,,237.25,260.8,277.53,236.04,249.94,,251.94,271.0,295.73,236.1,,246.66,,,,,,284.94,288.74,343.42,273.45,273.39,271.21,281.15,292.68,314.29,253.82,235.52,263.18,,,280.83
2022-07,317.4,326.26,335.54,358.42,315.29,318.45,313.65,309.11,315.25,359.05,406.6,283.38,294.81,260.64,,314.1,315.01,142.59,,142.16,144.74,145.71,143.05,142.49,,143.74,151.63,,142.08,,136.43,,142.79,142.99,,,,145.51,,143.76,,,160.76,162.0,163.93,144.1,145.16,136.24,,,144.51,401.19,,406.15,425.45,442.3,400.95,395.62,,407.32,437.84,495.92,393.83,,402.64,,,,,,445.65,464.42,449.31,444.24,444.34,441.25,460.62,481.25,534.28,421.45,406.4,435.28,,,454.43
2022-08,465.98,468.67,489.3,512.68,465.09,470.27,480.05,466.62,466.58,506.0,545.43,462.22,476.89,399.02,,467.58,467.43,154.99,,154.73,159.88,157.4,155.54,154.46,,155.41,172.16,,155.14,,135.68,,155.52,154.5,,,,160.43,,157.4,,,179.65,178.78,185.38,156.29,159.24,137.54,,,157.2,490.25,,507.71,518.65,504.69,492.26,493.52,,499.62,523.01,587.54,462.88,,468.19,,,,,,550.26,566.28,554.38,544.93,543.64,543.31,559.24,580.62,625.26,520.0,499.68,512.31,,,553.39
2022-09,344.71,356.93,376.66,388.78,342.74,349.12,343.84,342.02,343.48,407.36,440.36,286.4,305.14,316.55,,344.56,346.94,141.7,,142.93,151.84,149.33,143.84,140.42,,143.72,156.93,,132.25,,116.06,,141.72,142.36,,,,149.02,,141.8,,,155.8,186.72,187.01,131.96,131.81,109.47,,,144.24,392.9,,389.8,410.0,409.1,385.46,395.68,,402.32,430.05,488.11,369.74,,389.22,,,,,,427.14,455.08,433.3,429.53,428.44,428.64,455.83,474.48,488.16,409.84,396.79,414.59,,,438.06
2022-10,157.54,160.08,188.34,167.46,154.64,155.04,151.01,152.15,153.36,198.92,219.21,129.48,141.4,128.78,,151.63,151.27,128.9,,138.72,138.86,139.0,128.36,128.18,,126.52,148.88,,113.37,,109.88,,127.73,134.9,,,,136.52,,127.19,,,155.84,152.3,170.73,109.99,111.81,109.48,,,127.37,179.12,,161.13,184.18,188.55,181.22,177.97,,182.04,206.91,239.82,151.05,,175.29,,,,,,214.78,222.16,216.28,207.2,211.0,211.23,216.06,256.48,284.16,211.05,260.97,195.29,,,221.06
2022-11,172.93,186.4,211.01,212.95,189.31,175.86,174.34,170.66,174.74,218.99,227.63,138.99,151.95,153.24,,181.9,186.97,115.56,,122.3,125.33,120.74,117.08,116.38,,116.91,130.1,,106.75,,105.46,,116.65,116.47,,,,125.86,,115.0,,,125.4,126.06,138.25,104.73,111.01,104.78,,,110.57,197.12,,273.07,209.3,195.85,198.84,190.82,,203.04,247.88,255.05,174.04,,190.24,,,,,,230.58,244.55,211.55,225.1,218.54,225.08,242.39,269.88,254.62,228.42,233.5,217.16,,,233.72
2022-12,254.74,295.76,316.46,320.65,286.58,253.77,253.57,249.94,238.54,347.38,323.24,152.8,214.86,249.14,,272.82,278.49,96.56,,115.12,125.61,115.78,109.14,97.72,,94.77,104.59,88.63,81.38,,84.72,,98.15,96.52,,,,133.25,,94.67,,,97.3,90.84,91.32,79.39,77.55,88.78,,,96.65,280.16,,373.57,335.34,350.84,262.91,263.88,,267.52,367.48,373.87,188.32,,302.01,,,,,,290.32,338.84,280.31,295.99,288.55,294.37,320.99,344.81,348.03,304.24,349.03,296.09,,,312.35
2023-01,117.28,138.16,143.59,141.56,123.12,119.98,119.56,119.21,119.59,153.11,151.5,90.04,102.13,123.06,,124.04,124.13,71.44,,80.98,89.05,86.33,79.93,71.07,,71.03,80.94,98.96,56.38,,64.74,,72.25,71.22,,,,103.44,,68.92,,,77.81,72.82,90.18,46.62,52.52,64.4,,,69.43,135.44,,173.79,153.48,150.13,136.02,130.28,,137.42,166.86,174.99,112.02,,146.34,,,,,,175.08,183.41,176.43,174.38,172.92,174.37,182.69,188.62,203.21,168.71,168.06,176.28,,,178.16
2023-02,128.53,136.37,138.62,138.76,128.33,129.56,128.61,128.63,128.63,153.17,159.15,107.59,118.0,123.37,,130.91,132.13,133.66,,137.26,139.74,136.86,134.58,133.91,,134.8,141.64,152.68,127.77,,120.41,,134.3,135.63,,,,140.44,,134.39,,,141.31,141.71,154.29,134.16,138.22,122.08,,,134.51,149.26,,159.83,152.79,153.21,148.45,148.25,,155.08,168.22,179.09,144.93,,140.97,,,,,,161.5,168.89,160.75,161.28,160.96,161.01,170.6,176.21,193.86,157.38,155.72,154.07,,,165.32
2023-03,102.75,113.31,114.24,115.19,103.22,103.82,101.6,105.42,101.73,121.55,129.7,87.17,94.01,88.87,,106.6,106.7,89.26,,93.31,111.48,102.57,97.94,91.92,,88.5,107.07,115.06,78.33,,70.04,,89.97,87.82,,,,124.11,,89.49,,,108.7,116.04,106.28,74.46,76.32,66.06,,,90.08,113.92,,146.77,127.06,124.97,113.97,112.79,,109.68,125.13,149.76,96.92,,101.47,,,,,,138.23,145.46,137.9,136.95,135.86,136.47,145.94,156.7,173.7,132.8,132.71,116.4,,,139.96
2023-04,101.16,108.31,111.16,109.22,99.67,101.96,100.46,101.59,100.75,112.29,129.52,91.35,93.09,80.3,,103.3,103.87,73.2,,71.76,87.78,81.9,82.88,75.2,,75.91,91.5,104.74,66.3,,47.83,,75.85,73.62,,,,99.97,,76.4,,,92.35,93.71,97.55,68.05,70.47,50.43,,,72.8,107.63,,105.25,117.32,111.06,106.42,105.42,,109.37,118.06,131.47,99.54,,95.43,,,,,,134.86,144.54,133.9,136.3,134.28,134.71,142.61,158.96,174.52,131.94,132.15,115.79,,,139.37
2023-05,,90.9,87.7,90.92,79.36,82.83,80.64,83.95,81.97,93.95,110.01,82.46,83.12,54.03,,83.2,84.06,74.6,,74.83,81.83,77.26,76.63,75.9,,75.52,85.43,95.28,69.94,,54.94,,75.01,74.26,,,,90.61,,76.72,,,89.12,79.12,91.22,73.22,68.25,55.63,,,75.26,79.08,,88.72,89.67,77.87,77.95,76.32,,80.21,88.35,100.13,75.71,79.1,61.88,,,,,,101.76,113.75,115.94,102.92,106.17,105.69,107.45,110.72,121.35,106.11,107.92,92.02,,,109.66
2023-06,,105.36,108.7,104.61,96.02,95.67,96.18,93.03,94.38,105.12,120.86,93.25,94.94,71.39,,94.74,94.8,93.38,,92.94,98.22,94.61,94.28,93.92,,94.76,100.36,105.72,95.14,,80.94,,93.6,94.79,,,,98.75,,95.67,,,103.54,109.65,110.83,95.74,98.19,84.01,,,95.38,92.27,,93.16,102.21,93.0,91.42,90.67,,93.27,98.86,103.63,89.27,87.01,74.68,,,,,,108.62,112.28,104.97,105.95,105.37,105.36,106.95,110.56,117.43,107.65,104.98,97.26,,,109.95
2023-07,,88.34,85.88,91.54,77.17,79.06,77.97,77.6,78.79,93.71,107.31,62.06,70.32,52.47,,77.01,77.49,90.5,,91.33,98.76,96.64,92.31,90.62,,91.84,98.74,108.92,91.57,,75.24,,91.28,91.65,,,,100.12,,93.61,,,105.34,114.67,110.26,94.78,96.82,78.5,,,93.85,79.81,,73.74,94.78,79.96,77.4,77.66,,80.89,90.45,96.76,68.28,67.74,65.21,,,,,,113.59,116.74,115.82,111.9,112.2,112.01,115.77,117.33,129.36,111.47,110.14,104.53,,,114.81
2023-08,,106.32,108.86,108.06,94.22,95.71,96.09,92.16,93.33,104.54,124.35,69.37,83.84,75.65,,94.61,94.7,95.98,,100.25,107.34,104.75,98.62,95.7,,97.29,106.0,112.9,91.98,,80.53,,96.68,96.13,,,,109.19,,98.42,,,115.9,108.66,114.06,93.88,91.8,80.92,,,98.8,92.58,,84.97,105.97,93.96,89.88,88.07,,94.0,102.26,114.34,76.87,84.15,78.16,,,,,,117.08,120.98,125.6,111.53,110.31,111.54,116.46,118.82,137.61,108.23,107.19,98.71,,,115.46
2023-09,,108.79,115.07,112.08,101.64,102.58,100.38,99.97,100.36,119.08,147.4,88.44,98.04,74.65,,102.57,103.22,103.36,,104.47,111.41,107.54,104.35,103.56,,103.94,115.03,126.11,97.28,,87.36,,104.63,104.22,,,,110.21,,104.27,,,120.74,130.28,126.97,93.66,96.37,86.5,,,104.7,89.81,,67.3,101.9,89.75,88.2,88.95,,90.08,97.97,102.94,80.84,76.4,76.44,,,,,,119.87,121.96,120.42,115.6,116.3,115.59,119.6,122.5,136.22,111.98,109.85,103.28,,,118.53
2023-10,,103.86,107.02,103.57,88.57,89.09,88.14,88.1,87.49,113.61,122.89,70.56,80.1,67.68,,90.48,91.69,91.45,,102.55,106.57,104.24,97.94,92.63,,78.24,89.71,113.37,69.74,,78.86,,91.45,85.05,,,,115.97,,90.01,,,92.22,92.31,92.43,69.41,79.38,76.35,,,100.82,86.37,,92.42,103.48,85.15,84.04,82.16,,86.43,95.81,120.48,74.23,78.35,74.63,,,,,,138.51,142.78,134.7,134.56,134.33,134.17,137.6,144.29,156.63,131.58,130.4,120.56,,,138.83
2023-11,,105.64,110.76,107.28,93.48,92.63,89.84,92.01,91.42,117.54,118.61,77.36,81.86,85.19,,97.02,97.95,68.83,,65.06,80.24,81.67,72.24,65.73,,63.91,72.14,86.39,51.32,,54.57,,65.75,61.99,,,,94.49,,63.97,,,74.16,67.52,75.27,42.18,53.68,50.44,,,71.24,91.86,,116.44,107.7,90.93,91.87,87.64,,90.64,97.96,122.58,76.92,78.1,90.26,,,,,,125.45,133.16,121.04,123.84,121.51,121.85,122.68,130.14,139.29,117.75,114.79,111.82,,,125.87
2023-12,,91.94,95.15,90.54,73.16,69.67,66.6,69.06,68.47,97.63,86.0,46.41,58.67,65.81,,76.1,76.06,72.14,,72.8,82.12,82.54,76.6,72.17,,73.19,78.66,89.32,63.88,,61.68,,72.91,73.14,,,,92.54,,72.04,,,80.34,83.35,89.98,66.71,66.95,59.64,,,71.85,70.79,,102.54,91.14,72.29,73.31,66.57,,70.04,83.26,94.8,55.6,50.35,72.29,,,,,,119.54,122.1,115.22,116.02,114.74,115.46,120.4,125.09,131.58,112.18,112.03,113.73,,,119.44
2024-01,,87.43,86.04,84.86,78.79,77.58,77.92,76.83,77.01,94.33,95.22,65.74,73.72,75.24,,79.44,80.37,74.32,,77.65,84.72,78.96,76.49,75.4,,75.07,80.2,90.55,67.02,,64.11,,75.26,77.36,,,,92.69,,73.75,,,79.31,82.22,86.06,69.16,69.06,62.75,,,74.07,77.76,,87.09,86.7,79.0,76.83,74.93,,78.64,84.24,95.1,67.05,72.3,76.82,,,,,,99.87,104.3,99.88,98.84,99.06,99.01,104.83,108.78,114.61,96.94,96.08,96.0,,,101.03
2024-02,,67.63,64.89,65.68,61.59,62.14,61.31,61.41,61.56,68.7,76.53,54.12,58.1,58.78,,62.17,63.0,42.27,,39.44,48.38,52.63,44.47,41.8,,39.05,46.81,54.15,30.47,,31.6,,40.57,37.88,,,,53.59,,39.89,,,46.63,51.25,52.24,26.96,28.27,29.94,,,40.13,58.58,,67.02,62.36,59.23,58.39,58.68,,60.16,62.39,72.34,55.52,56.5,55.81,,,,,,90.59,92.7,90.67,87.2,87.64,87.59,92.42,96.1,105.18,86.12,83.08,83.29,,,90.24
2024-03,,72.89,71.83,71.72,64.58,65.58,64.71,64.88,65.07,70.5,87.13,56.1,59.68,49.49,,64.48,66.71,19.28,,20.33,32.72,34.08,21.29,19.88,,22.1,24.62,39.2,12.22,,10.11,,22.89,23.54,,,,38.76,,18.8,,,23.59,24.93,30.75,10.19,14.43,8.68,,,19.26,55.06,,67.72,62.38,56.15,53.76,52.97,,54.75,58.77,71.31,47.54,49.61,42.51,,,,,,89.33,94.75,89.51,88.84,88.56,88.88,92.32,95.02,104.71,86.95,84.08,77.33,,,91.8
2024-04,,75.77,72.36,76.16,62.47,64.1,62.42,64.32,63.82,75.36,93.23,50.64,57.76,38.75,,62.51,67.3,13.34,,12.76,20.39,21.35,15.09,15.32,,13.76,16.16,26.25,11.94,,5.56,,15.8,14.16,,,,16.32,,13.73,,,15.24,17.79,23.85,12.69,11.38,4.43,,,13.86,31.38,,,44.28,31.77,28.15,26.91,,29.36,39.14,55.52,20.43,17.76,16.82,,,,,,87.66,95.22,85.97,86.65,86.27,86.83,89.91,94.51,106.21,86.29,75.56,69.76,,,89.56
2024-05,,79.65,71.6,80.03,67.61,69.19,66.07,68.13,69.39,83.46,100.84,60.12,63.5,32.78,,69.05,66.65,29.77,,27.86,36.78,34.46,31.71,31.88,,32.4,39.46,49.51,28.67,,13.89,,32.23,30.15,,,,36.15,,30.47,,,40.32,44.27,49.34,28.28,30.19,12.08,,,28.83,28.86,,,28.25,28.37,27.1,26.99,,28.47,32.58,49.66,24.89,23.42,14.25,,,,,,96.36,103.24,94.74,95.13,94.81,94.78,98.39,101.57,110.72,91.83,91.43,80.58,,,98.72
2024-06,,87.99,87.83,88.75,74.14,75.05,73.96,73.21,73.33,91.31,111.55,59.85,68.16,44.48,,72.41,72.9,56.87,,55.39,70.32,69.13,57.72,58.7,,59.04,74.52,80.25,53.77,,34.96,,59.47,56.4,,,,70.7,,57.88,,,77.44,68.31,79.53,50.66,52.87,35.26,,,59.49,40.42,,,45.8,37.9,37.58,37.99,,38.8,43.77,63.75,31.19,33.23,23.66,,,,,,103.44,111.06,99.94,103.17,103.21,103.14,105.26,107.74,114.54,98.6,99.14,90.82,,,106.28
2024-07,,81.17,86.69,82.36,66.56,70.03,68.43,68.68,68.34,84.55,106.13,53.91,59.18,35.82,,67.56,67.88,72.69,,71.8,88.16,81.41,73.71,73.4,,73.7,88.54,96.59,73.08,,49.78,,74.5,80.2,,,,84.8,,74.47,,,90.59,89.12,97.69,74.21,68.61,49.39,,,75.4,49.53,,,61.95,50.58,47.13,46.85,,48.37,53.58,79.07,40.19,35.74,30.69,,,,,,113.27,117.86,117.12,112.17,112.28,112.35,114.14,115.94,125.6,111.32,110.82,103.4,,,114.41
2024-08,,94.65,101.87,98.89,80.26,84.68,81.82,83.65,83.13,107.46,126.54,67.05,76.47,43.13,,81.8,83.6,91.1,,90.84,105.29,98.94,92.51,92.47,,93.37,108.27,115.24,93.33,,67.09,,93.38,91.09,,,,93.57,,91.11,,,108.14,112.97,116.88,94.18,89.75,63.6,,,91.73,56.76,,,69.4,56.71,54.64,54.61,,57.1,64.93,93.09,50.89,49.17,34.97,,,,,,129.28,134.09,130.14,128.77,128.16,128.49,133.06,136.06,158.05,128.2,126.79,115.4,,,130.65
2024-09,,88.48,94.71,94.92,76.54,80.45,77.88,77.49,77.36,105.69,120.27,64.8,70.81,45.17,,77.09,80.42,72.48,,72.0,91.29,85.72,76.18,76.51,,74.72,94.28,102.99,65.93,,43.09,,74.38,70.39,,,,76.68,,74.22,,,100.67,102.24,102.41,68.15,80.24,42.47,,,71.94,53.94,,50.69,72.35,55.52,51.28,49.95,,53.47,66.62,83.97,41.61,43.4,33.1,,,,,,118.1,126.6,121.98,117.43,116.97,116.81,121.09,124.33,141.42,110.56,107.0,104.57,,,122.99
2024-10,,94.8,102.03,100.26,86.63,88.28,85.79,86.41,85.5,109.25,124.6,70.22,79.24,67.37,,86.52,90.26,68.64,,70.24,81.44,76.47,70.52,70.52,,69.7,80.38,92.32,63.03,,48.24,,69.79,68.7,,,,72.94,,69.96,,,84.01,80.65,93.1,63.65,64.42,49.21,,,70.21,64.42,,74.65,77.88,72.28,63.18,62.08,,63.96,70.58,95.02,51.6,50.81,51.74,,,,,,117.15,124.2,116.3,116.71,116.25,116.66,118.61,121.56,130.14,114.07,116.15,106.44,,,121.51
2024-11,,122.19,126.12,129.27,124.31,116.08,114.09,113.17,115.51,162.19,164.09,91.14,100.86,100.63,,113.23,118.55,105.09,,112.17,116.7,112.67,105.83,106.18,,106.22,115.29,122.78,93.08,,87.21,,105.86,98.32,,,,107.9,,104.63,,,119.1,122.86,129.26,94.56,104.38,85.27,,,105.43,101.97,,113.91,110.75,103.87,100.76,99.66,,102.96,111.57,129.78,86.88,92.8,96.26,,,,,,131.99,138.37,129.64,130.59,130.14,128.03,134.71,137.67,148.54,132.67,131.58,123.91,,,138.16
2024-12,,124.54,126.37,138.85,120.14,110.36,111.79,108.01,112.4,214.6,165.36,73.34,87.43,111.54,,107.96,119.14,111.74,,119.82,127.8,120.9,111.75,113.23,,112.54,128.42,135.22,92.56,,91.86,,112.7,118.21,,,,120.32,,111.25,,,136.18,136.14,136.76,92.97,73.4,89.96,,,111.53,100.15,,139.37,120.67,113.15,98.07,97.56,,102.72,124.66,137.78,74.36,81.75,104.86,,,,,,135.53,150.38,137.78,134.84,133.54,145.46,145.36,155.86,176.1,124.21,118.96,129.95,,138.7,145.37
2025-01,,126.64,128.23,132.71,120.42,117.49,111.81,114.75,116.87,165.42,161.26,87.27,104.03,115.57,,115.17,120.49,97.16,,108.2,118.72,107.71,100.06,99.98,,95.83,108.53,123.95,85.53,,86.73,,98.63,107.43,,,,108.06,,97.09,,,104.23,103.13,115.14,81.83,105.56,80.7,,,96.74,105.72,,139.99,125.45,125.76,104.58,102.1,,107.62,126.89,141.15,73.43,72.44,106.94,,,,,,144.17,152.49,139.69,142.9,142.22,132.86,147.1,155.7,175.8,137.86,137.93,140.9,,176.25,144.2
2025-02,,131.75,134.15,137.3,131.21,130.06,128.54,128.42,130.51,160.24,161.83,116.17,118.77,110.9,,128.9,129.42,108.1,,111.68,124.24,114.62,107.42,109.83,,110.88,119.62,131.51,102.56,,76.88,,110.02,103.46,,,,116.65,,108.65,,,117.61,124.88,138.42,102.26,105.65,74.2,,,108.52,123.63,,148.28,135.46,126.54,122.66,122.33,,127.61,132.94,148.59,112.58,111.73,112.21,,,,,,152.69,155.62,147.96,150.02,145.9,,153.69,161.49,170.47,148.26,149.01,142.41,,174.17,151.41
2025-03,,106.27,110.48,110.98,96.31,97.64,96.04,95.47,94.26,121.69,139.69,80.16,88.5,50.8,,94.06,100.74,55.7,,50.44,69.72,64.68,58.79,56.87,,54.65,60.89,76.29,51.33,,26.22,,56.42,60.0,,,,63.88,,52.13,,,59.37,67.83,77.36,45.18,49.48,25.79,,,57.8,79.74,,,92.41,84.79,78.64,76.39,,83.64,94.45,109.58,69.7,71.92,51.14,,,,,,121.66,128.49,126.7,120.4,121.88,,123.68,132.26,145.09,118.21,119.68,102.09,,149.21,122.44
2025-04,,90.55,96.95,94.48,78.89,81.08,81.22,79.89,78.09,103.04,122.69,77.57,78.71,31.34,,77.71,80.49,28.5,,27.29,35.57,33.72,28.67,28.7,,29.93,36.94,51.38,24.77,,8.02,,28.96,25.42,,,,29.59,,25.81,,,32.76,38.09,52.33,18.7,25.21,6.52,,,25.6,44.16,,,59.24,52.89,42.07,41.84,,47.01,56.47,70.78,42.26,41.25,17.88,,,,,,101.66,112.45,99.49,99.38,96.34,,101.95,110.26,122.48,103.08,104.08,76.43,,132.48,102.45
